host_group,collection_date,genome_id,genome_name,subtype,genome_length,decimal_date,year_int
Human,2015-10-21,1922097.3,Influenza A virus (A/Washington/4893/2015(H3N2)),H3N2,1701,2015.8027397260273,2015
Human,2016-09-18,2014496.3,Influenza A virus (A/Washington/5615/2016(H3N2)),H3N2,1701,2016.7131147540983,2016
Human,2025-01-12,11320.829895,Influenza A virus A/Texas/ISC-1036/2025,H3N2,1737,2025.0301369863016,2025
Human,2014-12-27,1937323.9,Influenza A virus (A/Columbia/P0075/2014(H3N2)),H3N2,1751,2014.986301369863,2014
Human,2017-01-10,1954839.3,Influenza A virus (A/British Columbia/027/2017(H3N2)),H3N2,1701,2017.024657534247,2017
Human,2015-03-23,2034055.5,Influenza A virus (A/Canada/13A/2015(H3N2)),H3N2,1701,2015.2219178082191,2015
Human,2001,1561950.3,Influenza A virus (A/Perth/201/2001(H3N2)),H3N2,1701,2001.0,2001
Human,2014-01-09,1778719.3,Influenza A virus (A/Okinawa/JP-27/2014(H3N2)),H3N2,1762,2014.021917808219,2014
Human,2016-12-20,2015148.3,Influenza A virus (A/Utah/5747/2016(H3N2)),H3N2,1701,2016.967213114754,2016
Human,2015-03-25,2044076.3,Influenza A virus (A/Townsville/12/2015(H3N2)),H3N2,1737,2015.227397260274,2015
Human,2017-08-06,2039177.6,Influenza A virus (A/Alaska/49/2017(H3N2)),H3N2,1737,2017.5945205479452,2017
Nonhuman Mammal,2014-11-14,1581534.3,Influenza A virus (A/swine/Iowa/A01566613/2014(H3N2)),H3N2,1701,2014.868493150685,2014
Human,2014-12-31,2034088.5,Influenza A virus (A/Canada/28B/2014(H3N2)),H3N2,1701,2014.9945205479453,2014
Human,2011-01-13,1093006.3,Influenza A virus (A/Boston/DOA09/2011(H3N2)),H3N2,1735,2011.0328767123287,2011
Human,2017-11-01,2059287.4,Influenza A virus (A/Oklahoma/29/2017(H3N2)),H3N2,1737,2017.8328767123287,2017
Human,2016-12-30,1960468.6,Influenza A virus (A/Pennsylvania/119/2016(H3N2)),H3N2,1737,2016.9945355191255,2016
Human,1999-11-29,1004599.3,Influenza A virus (A/South Carolina/NHRC0001/1999(H3N2)),H3N2,1731,1999.909589041096,1999
Human,2013-01-12,1740008.3,Influenza A virus (A/Tokyo/55-193v/2013(H3N2)),H3N2,1762,2013.0301369863016,2013
Human,2024-12-08,11320.825196,Influenza A virus A/Texas/USAFSAM-15538/2024,H3N2,1701,2024.9344262295083,2024
Human,2016-04-15,1866138.9,Influenza A virus (A/Vermont/16/2016(H3N2)),H3N2,1737,2016.2868852459017,2016
Nonhuman Mammal,2012-11-06,1269981.5,Influenza A virus (A/swine/Indiana/A01271853/2012(H3N2)),H3N2,1701,2012.8469945355191,2012
Human,2016-12-12,1937242.3,Influenza A virus (A/Seoul/A02075/2016(H3N2)),H3N2,1701,2016.9453551912568,2016
Human,2016-12-10,1932810.6,Influenza A virus (A/Illinois/50/2016(H3N2)),H3N2,1737,2016.9398907103823,2016
Human,2011-08-02,1816140.3,Influenza A virus (A/Jordan/A0123/2011(H3N2)),H3N2,1728,2011.5835616438355,2011
Nonhuman Mammal,2011-05-04,1082466.3,Influenza A virus (A/swine/Nebraska/A01049937/2011(H3N2)),H3N2,1701,2011.33698630137,2011
Human,2016-11-13,2049844.3,Influenza A virus (A/Nicaragua/7310_17/2016(H3N2)),H3N2,1737,2016.8661202185792,2016
Human,2024-11-11,11320.825202,Influenza A virus A/Texas/USAFSAM-15529/2024,H3N2,1701,2024.860655737705,2024
Human,1982-12-01,1086947.4,Influenza A virus (A/Netherlands/241/1982(H3N2)),H3N2,1732,1982.9150684931508,1982
Human,2025-01-04,11320.832756,Influenza A virus A/Massachusetts/ISC-1043/2025,H3N2,1737,2025.0082191780823,2025
Nonhuman Mammal,2012-04-12,1512069.6,Influenza A virus (A/swine/Guangdong/1232/2012(H3N2)),H3N2,1701,2012.27868852459,2012
Human,2015-01-02,1716646.3,Influenza A virus (A/California/4233/2015(H3N2)),H3N2,1701,2015.0027397260271,2015
Human,2024-12-27,11320.971403,Influenza A virus A/Florida/33/2024,H3N2,1737,2024.986338797814,2024
Human,2024-12-03,11320.981175,Influenza A virus A/Nebraska/43/2024,H3N2,1737,2024.9207650273224,2024
Human,2014-12-17,1604943.3,Influenza A virus (A/Alberta/121/2014(H3N2)),H3N2,1684,2014.958904109589,2014
Human,2014-12-11,1855463.4,Influenza A virus (A/Gunma/JP-22/2014(H3N2)),H3N2,1762,2014.9424657534248,2014
Human,2016-05-21,1910219.12,Influenza A virus (A/Texas/173/2016(H3N2)),H3N2,1737,2016.385245901639,2016
Human,2013-02-01,1652938.3,Influenza A virus (A/Wisconsin/V131208/2013(H3N2)),H3N2,1701,2013.0849315068492,2013
Human,2016-12-06,2014485.3,Influenza A virus (A/Oklahoma/5655/2016(H3N2)),H3N2,1701,2016.9289617486336,2016
Human,2025-01-14,11320.970613,Influenza A virus A/Delaware/09/2025,H3N2,1737,2025.035616438356,2025
Human,2013-04-17,1354406.3,Influenza A virus (A/Korea/3419/2013(H3N2)),H3N2,1701,2013.290410958904,2013
Human,2016-09-01,1910723.11,Influenza A virus (A/Texas/185/2016(H3N2)),H3N2,1737,2016.6666666666667,2016
Human,2024-03-31,11320.839237,Influenza A virus A/Colorado/ISC-1123/2024,H3N2,1737,2024.2431693989072,2024
Human,2015-03-04,1993569.3,Influenza A virus (A/Guangdong/138/2015(H3N2)),H3N2,1701,2015.169863013699,2015
Human,2017-04-19,2027212.3,Influenza A virus (A/Thailand/CU-B21760/2017(H3N2)),H3N2,1701,2017.295890410959,2017
Human,2016-10-18,1925205.6,Influenza A virus (A/Oregon/18/2016(H3N2)),H3N2,1737,2016.795081967213,2016
Nonhuman Mammal,2012-08-23,1308042.8,Influenza A virus (A/swine/Iowa/321160/2012(H3N2)),H3N2,1733,2012.642076502732,2012
Human,2013-11-15,1523205.3,Influenza A virus (A/Hangzhou/A773/2013(H3N2)),H3N2,1701,2013.8712328767124,2013
Nonhuman Mammal,2011-04-12,1654074.9,Influenza A virus (A/swine/Belgium/Bree-205/2011(H3N2)),H3N2,1701,2011.2767123287672,2011
Human,2024-11-12,11320.982499,Influenza A virus A/Colorado/230/2024,H3N2,1737,2024.863387978142,2024
Human,2009-08-03,1517251.3,Influenza A virus (A/Singapore/C2009.589/2009(H3N2)),H3N2,1762,2009.5863013698631,2009
Human,2014-12-29,1731416.8,Influenza A virus (A/Michigan/28/2014(H3N2)),H3N2,1701,2014.9917808219177,2014
Human,2016-01-18,2035488.6,Influenza A virus (A/Missouri/24/2016(H3N2)),H3N2,1737,2016.0464480874316,2016
Human,2013-10-05,1515761.3,Influenza A virus (A/California/28/2013(H3N2)),H3N2,1701,2013.7589041095891,2013
Human,2015-01-09,1855488.4,Influenza A virus (A/Tokushima/DS-317v/2015(H3N2)),H3N2,1701,2015.021917808219,2015
Human,2015-10-09,1788769.6,Influenza A virus (A/Oregon/20/2015(H3N2)),H3N2,1701,2015.7698630136983,2015
Nonhuman Mammal,2021-10-01,11320.277026,Influenza A virus A/swine/Iowa/A02636299/2021,H3N2,1701,2021.7479452054797,2021
Human,2013-08-29,2043815.6,Influenza A virus (A/Perth/164/2013(H3N2)),H3N2,1737,2013.657534246575,2013
Human,2024-12-26,11320.977869,Influenza A virus A/Washington/WA-UW-36224/2024,H3N2,1749,2024.983606557377,2024
Human,2016-12-09,1936913.6,Influenza A virus (A/Montana/66/2016(H3N2)),H3N2,1737,2016.9371584699456,2016
Human,2015-06-27,2044187.4,Influenza A virus (A/Victoria/519/2015(H3N2)),H3N2,1737,2015.4849315068493,2015
Human,2012-05-14,11320.83862,Influenza A virus A/New York/WC-LVD-12-023/2012,H3N2,1737,2012.3661202185792,2012
Human,2014-10-12,2015236.7,Influenza A virus (A/Nicaragua/6219_07/2014(H3N2)),H3N2,1737,2014.7780821917809,2014
Human,2016-02-29,1924853.3,Influenza A virus (A/Arizona/5106/2016(H3N2)),H3N2,1701,2016.1584699453551,2016
Human,2010-03-25,1287828.4,Influenza A virus (A/New York/05/2010(H3N2)),H3N2,1701,2010.227397260274,2010
Nonhuman Mammal,2015-12-16,1783432.4,Influenza A virus (A/swine/Oklahoma/A01728023/2015(H3N2)),H3N2,1701,2015.9561643835616,2015
Human,2015-01-10,1676087.6,Influenza A virus (A/California/NHRC_SAR40962N/2015(H3N2)),H3N2,1695,2015.024657534247,2015
Human,2024-12-26,11320.970852,Influenza A virus A/Arkansas/80/2024,H3N2,1737,2024.983606557377,2024
Human,2016-06-16,2027177.3,Influenza A virus (A/Thailand/CU-B16712/2016(H3N2)),H3N2,1701,2016.4562841530055,2016
Human,2017-11-19,2066200.9,Influenza A virus (A/Florida/96/2017(H3N2)),H3N2,1737,2017.8821917808216,2017
Human,2011-05-16,1203995.4,Influenza A virus (A/Singapore/KK179/2011(H3N2)),H3N2,1758,2011.3698630136987,2011
Nonhuman Mammal,2012-05-10,1512070.3,Influenza A virus (A/swine/Guangdong/1593/2012(H3N2)),H3N2,1701,2012.3551912568305,2012
Human,2024-12-01,11320.968252,Influenza A virus A/Washington/291/2024,H3N2,1737,2024.915300546448,2024
Human,2025-01-02,11320.969633,Influenza A virus A/Mississippi/03/2025,H3N2,1737,2025.0027397260271,2025
Nonhuman Mammal,2013-09-11,1761617.3,Influenza A virus (A/swine/Manitoba/D0269/2013(H3N2)),H3N2,1737,2013.6931506849312,2013
Human,2014-11-10,2015240.3,Influenza A virus (A/Nicaragua/6530_19/2014(H3N2)),H3N2,1737,2014.8575342465751,2014
Human,2016-03-01,1865902.8,Influenza A virus (A/Indiana/30/2016(H3N2)),H3N2,1737,2016.1639344262296,2016
Human,2015-01-14,2034076.5,Influenza A virus (A/Canada/22B/2015(H3N2)),H3N2,1701,2015.035616438356,2015
Nonhuman Mammal,2013-08-31,1521287.6,Influenza A virus (A/swine/Indiana/13TOSU5095/2013(H3N2)),H3N2,1701,2013.660273972603,2013
Human,2010-11-01,1598323.3,Influenza A virus (A/Beijing Xicheng/12611/2010(H3N2)),H3N2,1698,2010.8328767123287,2010
Human,2011-04-14,1598963.3,Influenza A virus (A/Hunan Hengyang Yanfeng/165/2011(H3N2)),H3N2,1698,2011.282191780822,2011
Human,2012-02-12,1740034.3,Influenza A virus (A/Gunma/39-487/2012(H3N2)),H3N2,1762,2012.114754098361,2012
Nonhuman Mammal,2021-09-02,11320.279075,Influenza A virus A/swine/Minnesota/A02248198/2021,H3N2,1701,2021.668493150685,2021
Human,2021-10-25,11320.276241,Influenza A virus A/Michigan/10/2021,H3N2,1737,2021.813698630137,2021
Nonhuman Mammal,2017-08-04,2033682.5,Influenza A virus (A/swine/Ohio/A01354315/2017(H3N2)),H3N2,1701,2017.5890410958905,2017
Human,2016-11-06,1928966.14,Influenza A virus (A/Michigan/110/2016(H3N2)),H3N2,1737,2016.8469945355191,2016
Nonhuman Mammal,2013-08-13,1520779.3,Influenza A virus (A/swine/Hanoi/568/2013(H3N2)),H3N2,1701,2013.613698630137,2013
Nonhuman Mammal,2012-02-06,1214854.4,Influenza A virus (A/swine/Indiana/A01327213/2012(H3N2)),H3N2,1701,2012.0983606557377,2012
Human,2010-08-02,1287844.3,Influenza A virus (A/Texas/05/2010(H3N2)),H3N2,1701,2010.5835616438355,2010
Human,2015-09-10,1788691.11,Influenza A virus (A/Iowa/42/2015(H3N2)),H3N2,1701,2015.690410958904,2015
Human,2014-12-02,1703670.3,Influenza A virus (A/North Carolina/4088/2014(H3N2)),H3N2,1701,2014.917808219178,2014
Human,2014-10-07,1731120.24,Influenza A virus (A/Florida/39/2014(H3N2)),H3N2,1701,2014.764383561644,2014
Human,2015-07-09,1788525.3,Influenza A virus (A/Alaska/111/2015(H3N2)),H3N2,1701,2015.517808219178,2015
Human,2013-03-28,1517334.8,Influenza A virus (A/Singapore/H2013.238/2013(H3N2)),H3N2,1762,2013.235616438356,2013
Human,2024-12-30,11320.975718,Influenza A virus A/California/LACPHL-INF01306/2024,H3N2,1701,2024.9945355191255,2024
Human,2015-01-06,1731267.4,Influenza A virus (A/Iowa/04/2015(H3N2)),H3N2,1701,2015.013698630137,2015
Human,2017-02-21,2037468.3,Influenza A virus (A/Texas/6067/2017(H3N2)),H3N2,1701,2017.1397260273973,2017
Nonhuman Mammal,2014-08-27,1640272.4,Influenza A virus (A/swine/Illinois/A01489869/2014(H3N2)),H3N2,1701,2014.6520547945208,2014
Human,2014-12-02,1703660.3,Influenza A virus (A/North Carolina/4078/2014(H3N2)),H3N2,1701,2014.917808219178,2014
Human,2011-09-09,1204083.3,Influenza A virus (A/Singapore/KK387/2011(H3N2)),H3N2,1758,2011.6876712328767,2011
Human,2009-07-31,1069399.3,Influenza A virus (A/Hong Kong/H090-764-V1(0)/2009(H3N2)) A/Hong Kong/H090-764-V1(0)/2009,H3N2,1701,2009.5753424657537,2009
Human,1992,1086843.5,Influenza A virus (A/Amsterdam/4112/1992(H3N2)),H3N2,1731,1992.0,1992
Human,2016-08-09,2043676.5,Influenza A virus (A/Brisbane/1008/2016(H3N2)),H3N2,1737,2016.603825136612,2016
Human,2014-12-08,1895485.3,Influenza A virus (A/New York/WC-LVD-14-071/2014(H3N2)),H3N2,1737,2014.9342465753425,2014
Nonhuman Mammal,2015-11-19,1771170.3,Influenza A virus (A/swine/Iowa/A01941182/2015(H3N2)),H3N2,1701,2015.8821917808216,2015
Human,2015-01-22,1895562.3,Influenza A virus (A/New York/WC-LVD-15-049/2015(H3N2)),H3N2,1737,2015.0575342465752,2015
Human,2009-06-26,1598222.3,Influenza A virus (A/Argentina/7646/2009(H3N2)),H3N2,1698,2009.482191780822,2009
Human,2015-01-31,1731830.12,Influenza A virus (A/Texas/56/2015(H3N2)),H3N2,1701,2015.0794520547945,2015
Human,2013-11-18,1523206.3,Influenza A virus (A/Hangzhou/A776/2013(H3N2)),H3N2,1701,2013.8794520547945,2013
Human,2015-03-04,1916506.4,Influenza A virus (A/Kentucky/09/2015(H3N2)),H3N2,1701,2015.169863013699,2015
Human,2003-03-05,1086978.3,Influenza A virus (A/Netherlands/88/2003(H3N2)),H3N2,1731,2003.172602739726,2003
Human,2015-01-12,1916454.5,Influenza A virus (A/Delaware/04/2015(H3N2)),H3N2,1701,2015.0301369863016,2015
Human,2024-12-12,11320.976105,Influenza A virus A/Washington/WA-UW-25728/2024,H3N2,1749,2024.9453551912568,2024
Human,2017-11-19,11320.83831,Influenza A virus A/Minnesota/42/2017,H3N2,1737,2017.8821917808216,2017
Human,2024-10-31,11320.972514,Influenza A virus A/Wisconsin/NIRC-IS-1016/2024,H3N2,1737,2024.827868852459,2024
Human,2016-06-07,1904405.19,Influenza A virus (A/Idaho/33/2016(H3N2)),H3N2,1737,2016.431693989071,2016
Human,2015-12-03,2047976.3,Influenza A virus (A/Shiraz/1013/2015(H3N2)),H3N2,1701,2015.9205479452055,2015
Human,2015-10-12,1788672.7,Influenza A virus (A/Hawaii/73/2015(H3N2)),H3N2,1701,2015.7780821917809,2015
Human,2010-11-30,1598224.3,Influenza A virus (A/Argentina/8409/2010(H3N2)),H3N2,1698,2010.9123287671232,2010
Human,2021-10-25,11320.275836,Influenza A virus A/Delaware/02/2021,H3N2,1737,2021.813698630137,2021
Human,2016-04-18,1909925.3,Influenza A virus (A/Georgia/54/2016(H3N2)),H3N2,1737,2016.295081967213,2016
Human,2024-12-28,11320.970181,Influenza A virus A/Indiana/62/2024,H3N2,1737,2024.9890710382513,2024
Human,2015-01-12,1717027.3,Influenza A virus (A/Texas/4486/2015(H3N2)),H3N2,1701,2015.0301369863016,2015
Nonhuman Mammal,2010-08-24,1228740.3,Influenza A virus (A/swine/Ohio/10SW207/2010(H3N2)),H3N2,1702,2010.6438356164383,2010
Human,2013-01-01,1652857.3,Influenza A virus (A/Wisconsin/U130728/2013(H3N2)),H3N2,1701,2013.0,2013
Nonhuman Mammal,2011-08-08,1228775.3,Influenza A virus (A/swine/Ohio/11SW183/2011(H3N2)),H3N2,1701,2011.6,2011
Human,2017-09-29,2065025.3,Influenza A virus (A/Nicaragua/9530_07/2017(H3N2)),H3N2,1737,2017.7424657534248,2017
Human,2016-01-22,1865808.8,Influenza A virus (A/Florida/07/2016(H3N2)),H3N2,1737,2016.0573770491803,2016
Human,2015-01-07,1731708.6,Influenza A virus (A/Pennsylvania/11/2015(H3N2)),H3N2,1701,2015.0164383561644,2015
Human,2011-11-14,1517314.3,Influenza A virus (A/Singapore/H2011.871/2011(H3N2)),H3N2,1762,2011.868493150685,2011
Human,2017-01-09,2019633.9,Influenza A virus (A/Texas/76/2017(H3N2)),H3N2,1737,2017.021917808219,2017
Human,1977,1087010.4,Influenza A virus (A/Rotterdam/8179/1977(H3N2)),H3N2,1735,1977.0,1977
Human,2017-02-18,1965340.4,Influenza A virus (A/Gainesville/11/2017(H3N2)),H3N2,1737,2017.131506849315,2017
Human,2017-11-06,2066326.4,Influenza A virus (A/Wyoming/25/2017(H3N2)),H3N2,1737,2017.8465753424657,2017
Nonhuman Mammal,2016-10-18,1917519.4,Influenza A virus (A/swine/North Dakota/A01782435/2016(H3N2)),H3N2,1701,2016.795081967213,2016
Human,2010-09-20,1042004.3,Influenza A virus (A/Guangdong/441/2010(H3N2)),H3N2,1762,2010.717808219178,2010
Human,2024-12-31,11320.977746,Influenza A virus A/Washington/WA-UW-07776/2024,H3N2,1749,2024.9945355191255,2024
Human,2011-11-06,1247991.3,Influenza A virus (A/Cambodia/V1116330/2011(H3N2)),H3N2,1734,2011.8465753424657,2011
Nonhuman Mammal,2017-11-21,2060262.3,Influenza A virus (A/swine/Minnesota/A01785361/2017(H3N2)),H3N2,1701,2017.8876712328768,2017
Human,2017-11-27,2067608.6,Influenza A virus (A/New York/45/2017(H3N2)),H3N2,1737,2017.9041095890411,2017
Human,2017-01-24,2049777.3,Influenza A virus (A/New York/A-WC-LVD-17-010/2017(H3N2)),H3N2,1737,2017.06301369863,2017
Human,2012-02-18,1740053.3,Influenza A virus (A/Kumamoto/29-513/2012(H3N2)),H3N2,1762,2012.1311475409836,2012
Human,2015-06-21,1788595.6,Influenza A virus (A/Alaska/44/2015(H3N2)),H3N2,1701,2015.468493150685,2015
Human,2015-01-08,1716998.3,Influenza A virus (A/South Dakota/4472/2015(H3N2)),H3N2,1701,2015.0191780821915,2015
Human,2017-02-14,2037423.3,Influenza A virus (A/South Carolina/6014/2017(H3N2)),H3N2,1701,2017.1205479452055,2017
Human,2017-01-12,2006005.3,Influenza A virus (A/Georgia/NHRC_68641/2017(H3N2)),H3N2,1701,2017.0301369863016,2017
Human,2017-11-08,2066314.8,Influenza A virus (A/Utah/35/2017(H3N2)),H3N2,1737,2017.8520547945209,2017
Human,1992-01-09,1086977.4,Influenza A virus (A/Netherlands/819/1992(H3N2)),H3N2,1734,1992.0218579234972,1992
Nonhuman Mammal,2006,1658683.5,Influenza A virus (A/swine/Missouri/01040/2006(H3N2)),H3N2,1701,2006.0,2006
Nonhuman Mammal,2011-08-05,1228804.3,Influenza A virus (A/swine/Ohio/11SW94/2011(H3N2)),H3N2,1701,2011.5917808219176,2011
Human,2012-01-16,1244854.3,Influenza A virus (A/Tunisia/716/2012(H3N2)),H3N2,1740,2012.0409836065571,2012
Human,2016-10-27,2043725.8,Influenza A virus (A/Brisbane/280/2016(H3N2)),H3N2,1737,2016.8196721311476,2016
Human,2024-12-22,11320.994369,Influenza A virus A/Oregon/IVY-G25X92L1/2024,H3N2,1701,2024.9726775956285,2024
Human,2007-02-05,1052448.3,Influenza A virus (A/HaNoi/Q099/2007(H3N2)),H3N2,1732,2007.0958904109589,2007
Human,2007,1052427.3,Influenza A virus (A/HungYen/HY6/2007(H3N2)),H3N2,1733,2007.0,2007
Human,2017-01-30,2037458.3,Influenza A virus (A/Texas/5918/2017(H3N2)),H3N2,1701,2017.0794520547945,2017
Human,2017-10-24,2053263.12,Influenza A virus (A/Missouri/32/2017(H3N2)),H3N2,1737,2017.8109589041096,2017
Human,2025-01-25,11320.831001,Influenza A virus A/Massachusetts/ISC-1186/2025,H3N2,1737,2025.0657534246575,2025
Human,2014-12-02,1731719.9,Influenza A virus (A/Pennsylvania/52/2014(H3N2)),H3N2,1701,2014.917808219178,2014
Human,2010-12-17,1598394.3,Influenza A virus (A/Bremen/1/2010(H3N2)),H3N2,1698,2010.958904109589,2010
Human,2014-03-27,1515825.3,Influenza A virus (A/Montana/05/2014(H3N2)),H3N2,1701,2014.2328767123288,2014
Human,2014-12-24,1717058.3,Influenza A virus (A/Washington/4362/2014(H3N2)),H3N2,1701,2014.978082191781,2014
Human,2017-10-19,2053257.14,Influenza A virus (A/Louisiana/56/2017(H3N2)),H3N2,1737,2017.7972602739728,2017
Human,2024-04-13,11320.839083,Influenza A virus A/Colorado/ISC-1165/2024,H3N2,1737,2024.2814207650272,2024
Nonhuman Mammal,2011-12-09,1654275.6,Influenza A virus (A/swine/Netherlands/Roosendaal-571/2011(H3N2)),H3N2,1701,2011.93698630137,2011
Human,2016-03-02,1924855.3,Influenza A virus (A/Arizona/5110/2016(H3N2)),H3N2,1701,2016.1666666666667,2016
Human,2016-03-20,1866012.4,Influenza A virus (A/New Mexico/30/2016(H3N2)),H3N2,1737,2016.2158469945357,2016
Human,2014-10-13,1916509.7,Influenza A virus (A/Louisiana/10/2014(H3N2)),H3N2,1701,2014.780821917808,2014
Human,2025-01-29,11320.993276,Influenza A virus A/Michigan/UM-10062069629/2025,H3N2,1701,2025.0767123287671,2025
Human,2017-02-13,2037406.3,Influenza A virus (A/Oklahoma/6012/2017(H3N2)),H3N2,1701,2017.1178082191784,2017
Human,2015-11-01,1788696.17,Influenza A virus (A/Iowa/54/2015(H3N2)),H3N2,1701,2015.8328767123287,2015
Avian,2014-04-22,1614178.3,Influenza A virus (A/duck/Anhui/A1819/2014(H3N2)),H3N2,1701,2014.304109589041,2014
Human,2015-09-10,1788620.6,Influenza A virus (A/California/83/2015(H3N2)),H3N2,1701,2015.690410958904,2015
Human,2014-12-22,1895492.3,Influenza A virus (A/New York/WC-LVD-14-079/2014(H3N2)),H3N2,1737,2014.972602739726,2014
Human,2014-08-05,1590862.3,Influenza A virus (A/Thailand/CU-B10520/2014(H3N2)),H3N2,1701,2014.5917808219176,2014
Human,2016-04-04,1866142.14,Influenza A virus (A/Virginia/32/2016(H3N2)),H3N2,1737,2016.2568306010928,2016
Human,2015-07-23,2044125.3,Influenza A virus (A/Victoria/23/2015(H3N2)),H3N2,1737,2015.5561643835615,2015
Human,2010-08-20,1287838.5,Influenza A virus (A/Pennsylvania/09/2010(H3N2)),H3N2,1701,2010.6328767123289,2010
Human,2016-12-18,1936966.24,Influenza A virus (A/Washington/106/2016(H3N2)),H3N2,1737,2016.96174863388,2016
Human,2007,1052426.3,Influenza A virus (A/HungYen/HY3/2007(H3N2)),H3N2,1735,2007.0,2007
Human,2013-03-08,1354402.3,Influenza A virus (A/Japan/3408/2013(H3N2)),H3N2,1701,2013.1808219178083,2013
Human,2014-11-29,1731439.12,Influenza A virus (A/Minnesota/35/2014(H3N2)),H3N2,1701,2014.909589041096,2014
Human,2017-01-24,1960435.9,Influenza A virus (A/Minnesota/07/2017(H3N2)),H3N2,1737,2017.06301369863,2017
Human,2017-10-08,2054937.15,Influenza A virus (A/Arkansas/22/2017(H3N2)),H3N2,1737,2017.7671232876712,2017
Human,2015-06-22,1731131.5,Influenza A virus (A/Florida/52/2015(H3N2)),H3N2,1701,2015.4712328767123,2015
Human,1999-12-23,1054687.3,Influenza A virus (A/Malaysia/13329/1999(H3N2)),H3N2,1731,1999.975342465753,1999
Human,2024-12-08,11320.971078,Influenza A virus A/Arizona/78/2024,H3N2,1737,2024.9344262295083,2024
Human,2015-07-02,2043855.4,Influenza A virus (A/South Australia/1005/2015(H3N2)),H3N2,1737,2015.4986301369863,2015
Human,2017-03-14,1980837.4,Influenza A virus (A/Tennessee/28/2017(H3N2)),H3N2,1737,2017.1972602739727,2017
Nonhuman Mammal,2002,1176115.6,Influenza A virus (A/swine/Italy/272121-1/2002(H3N2)),H3N2,1701,2002.0,2002
Human,2015-10-02,2047969.3,Influenza A virus (A/Shiraz/1001/2015(H3N2)),H3N2,1701,2015.7506849315068,2015
Human,2018-11-13,11320.246432,Influenza A virus A/Victoria/747/2018,H3N2,1737,2018.8657534246577,2018
Human,2017-02-19,2037328.3,Influenza A virus (A/New York/6059/2017(H3N2)),H3N2,1701,2017.1342465753423,2017
Human,2010-04-29,1599660.3,Influenza A virus (A/Stockholm/1/2010(H3N2)),H3N2,1698,2010.323287671233,2010
Human,2017-03-25,2019613.12,Influenza A virus (A/Nevada/11/2017(H3N2)),H3N2,1737,2017.227397260274,2017
